F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,filename
24.78003,0.14879996,22.094025,25.388285,27.762245,5.6682205,114.26788,170.96469,72.691376,74.542305,0.36719775,0.89736444,0.075790375,0.25526384,0.64346236,0.567672,4.487583,2.6344686,3.22482,2.1957555,0.1941255,0.96605974,30.184917,0.39163396,12.929513,0.67908764,6.757361,1.6798333,6.2952266,1.314403,0.04890029,1.6699492,1.42411,0.64619607,3.060287,1.4976097,-0.15072392,-91.89772,30.64041,0.4003541,476.357,0.35152757,1366.6123,0.15703262,-59.857964,-1.5084296,1480.976,0.13594396,1060.1799,0.30263218,-72.15097,-1.1290008,2522.7817,0.11493838,990.7528,0.38097456,-78.47908,-0.9862705,-20.155346,-0.29311547,32.524853,0.22209817,0.05755582,0.51621825,-0.019028766,-0.5439832,0.2657501,0.66341853,35.6624,0.23322433,14.820863,0.5851086,6.0792365,2.0871143,6.550219,1.3812462,-12.412521,22.57976,-0.0003435925,-0.0033770897,0.014616342,1.6783718,0.7267096,0.97278684,1.0022224,0.4117857,0.59558225,-32.21371,AD-M-78-24.wav
17.361982,0.30457562,13.165116,14.389267,22.494259,9.329143,124.18931,175.56712,112.77987,195.84877,0.3920868,0.7339282,0.20475456,0.27463666,0.54429483,0.33954027,3.5772715,2.7725136,2.6812592,1.9799739,0.23050518,0.868603,29.331175,0.36268115,1.5455478,5.9894323,7.8109207,1.2561567,1.3638394,6.432639,0.07404125,1.5388876,1.5413846,0.5950861,-4.180086,-1.087245,-5.7151346,-6.4304543,5.739213,5.5562854,486.16208,0.31490996,1300.5881,0.15845238,-55.28411,-1.3663031,1472.3721,0.14049226,1068.1145,0.26643315,-63.081043,-1.1266546,2491.4973,0.08915483,946.10583,0.3318403,-67.426895,-1.0190228,-14.9431095,-0.35354304,25.05256,0.26779225,-0.012301276,-2.5314753,-0.017356778,-0.61979353,0.25077832,0.81055385,31.420652,0.31504282,1.1859515,8.217036,7.4512415,1.4036582,1.2954206,7.2555737,-14.551148,25.07052,-0.03194831,-0.012411489,0.16998689,1.0860622,4.1172595,0.17476,0.2493915,0.06324022,0.06484709,-35.860115,AD-M-79-13.wav
26.368525,0.13772905,24.736053,26.281265,28.03297,3.296917,152.98537,332.5552,49.728184,59.953884,0.76575714,0.59648716,0.32554433,0.7106846,1.130884,0.8053397,9.5967245,4.9316587,7.6188965,3.873492,0.47199532,0.7433609,24.32597,0.45850584,13.28875,0.7965491,0.09471979,155.98405,6.3967066,1.6972728,0.040787946,1.7115614,1.4022129,0.5755643,2.397124,1.6607355,6.4253354,1.5845104,27.674513,0.3333234,455.24432,0.3954387,1221.0732,0.18801416,-37.313927,-1.8675165,1438.6324,0.14869231,930.2208,0.2654667,-46.77907,-1.3750752,2433.8506,0.10263664,931.6531,0.35405234,-54.735672,-1.1077932,-14.723267,-0.45293954,26.104546,0.30618313,0.043588508,0.6297046,-0.01592145,-0.69285256,0.537409,0.6298608,26.672312,0.36767533,14.988231,0.63758695,0.8792126,17.546656,6.3248577,1.7989858,-3.591039,13.142026,0.018748486,-0.0011373216,0.12613708,3.4291654,1.3185288,0.63026315,0.68324876,0.15115385,0.184627,-27.594227,AD-M-79-160.wav
26.940735,0.16853571,24.492064,28.124115,30.35464,5.8625755,205.75313,209.77408,140.7446,550.3084,0.65164953,0.75600964,0.22346857,0.5322109,0.9887139,0.7652453,7.439727,5.250969,4.737602,3.5490024,0.34495342,0.96617955,20.74221,0.4644974,10.605157,0.9606626,-4.9987926,-2.2996771,2.486143,4.8704557,0.045764685,1.74575,1.3314557,0.5354062,1.9107475,2.1905775,1.0283729,9.971472,23.649511,0.4183399,453.95895,0.380556,1253.4591,0.162104,-57.224663,-1.4828674,1404.9222,0.15572272,961.88446,0.24609691,-62.936443,-1.2520821,2452.9617,0.11003614,884.2097,0.34438083,-71.11673,-1.0374882,-12.681683,-0.43067372,24.852432,0.24657953,0.055449296,0.63555825,-0.014728648,-0.7862699,0.43166566,0.7776498,24.20597,0.3170775,12.919577,0.7682467,-6.2514462,-1.9922171,0.9234625,14.14144,-4.47153,14.1961565,0.006033971,-0.0007431269,0.09866049,1.5886116,1.8178062,0.3968182,0.51732385,0.14961039,0.1708302,-30.038317,AD-M-79-184.wav
27.763508,0.14162147,25.257536,28.614468,30.873049,5.615513,235.3161,383.9299,56.837856,59.341255,0.9556214,0.65581137,0.32748002,0.87112254,1.4735224,1.1460423,10.700714,5.3028426,9.363937,5.0736656,0.70003307,0.8171328,24.718159,0.4798019,16.165367,0.6300015,6.440374,1.739347,0.53052753,22.675768,0.040736165,1.9991708,1.201774,0.6393872,4.159134,1.1249584,3.6656442,3.598384,29.567335,0.35058182,444.24213,0.40070304,1207.6162,0.17046374,-42.061005,-1.8339484,1433.5336,0.16033956,887.6888,0.32203102,-54.540226,-1.2568712,2546.1208,0.09509918,864.2054,0.48924795,-62.405415,-1.0361601,-17.355318,-0.38029107,27.945974,0.29771942,0.06843263,0.47374502,-0.019551115,-0.5789693,0.8333264,0.6593299,27.877323,0.37527367,18.233715,0.5123469,7.2997193,1.608494,-0.54485935,-23.153112,-5.8381085,14.3077135,0.019162277,-0.005311797,0.1414523,2.8445826,1.4759192,0.5370175,0.88562185,0.14644444,0.17565311,-22.439917,AD-M-80-159.wav
22.88383,0.18327211,20.171614,24.313313,25.735983,5.564369,194.579,223.71509,127.57802,171.61957,0.47221893,0.53194165,0.1959448,0.46304077,0.69563013,0.49968535,4.0025444,3.8135142,2.6659753,2.6581488,0.36319035,0.69308215,25.45328,0.3602133,17.567423,0.5638911,11.144844,0.98667854,14.418015,0.72007513,0.051814638,1.7725657,1.4029986,0.5822257,1.9354218,2.1619864,9.353725,1.5911634,28.820951,0.41433388,479.3057,0.40012386,1288.8771,0.17563987,-61.469936,-1.3384624,1502.2316,0.17297499,1047.0673,0.30865815,-72.627235,-1.0279478,2496.0654,0.12608626,831.6065,0.34649682,-74.725876,-0.98375666,-21.258997,-0.3015345,28.589231,0.2644717,-0.020828169,-1.4869403,-0.019819392,-0.5406419,0.425792,0.60370415,28.304235,0.28428435,20.467709,0.4490355,11.805084,0.94402987,15.701237,0.6933927,-16.33884,26.643375,-0.05083416,-0.008451154,0.18855092,2.1262677,2.0464964,0.35119998,0.5762453,0.13209091,0.16512857,-30.451193,AD-M-80-234.wav
29.714218,0.3506658,21.870344,26.590431,34.509277,12.638933,358.18625,624.5657,225.30785,321.44644,1.1339614,0.6296277,0.50888276,0.99117833,1.6556191,1.1467364,13.500782,9.728409,9.018368,6.1176224,0.6404673,1.0286739,5.619513,2.3838341,8.272151,1.8209827,2.49613,5.6266,-8.774275,-1.7817589,0.07839914,1.5290285,1.4529833,0.64286274,1.4517711,3.1597972,4.230015,2.816745,19.54459,0.67495227,604.494,0.48259616,1066.4133,0.29151842,-74.72899,-1.360259,1694.3196,0.20870613,790.9841,0.46656543,-76.42544,-1.1978799,2716.949,0.14086278,658.84717,0.48620996,-77.05574,-1.1737163,-10.324876,-0.9754868,17.151201,0.49664772,0.11453868,0.20073028,-0.029236786,-0.6653158,0.8656976,0.8019522,11.68572,1.0468454,13.039126,1.1346737,5.06828,3.072748,-10.906368,-1.6690109,2.1471179,5.652993,0.104426876,-0.006120138,0.2570317,2.3310025,2.5668223,0.23652892,0.29555583,0.14324324,0.14214039,-24.660519,AD-M-80-242.wav
20.976774,0.21657151,17.381355,21.230404,24.885979,7.5046234,144.26758,156.51714,97.02549,128.4752,0.6747544,0.73042375,0.2266388,0.5581488,1.069696,0.84305716,8.762578,5.365867,6.6875997,4.430928,0.5433215,0.87212574,27.854727,0.45509997,12.884588,0.68455684,11.943417,1.0288622,5.8375735,1.8198936,0.05440184,1.7631651,1.4892097,0.5680218,0.325328,13.41984,5.1652308,3.3776536,25.361027,0.6365659,509.99783,0.3855266,1272.0325,0.18064366,-50.017834,-1.4723948,1509.4205,0.18000004,1005.8772,0.32602826,-60.232674,-1.1222658,2530.4834,0.11934682,847.73553,0.38210762,-64.3233,-1.0198077,-18.491121,-0.3446448,27.662922,0.27794996,-0.011920927,-2.7356832,-0.021499058,-0.59205157,0.637886,0.7537598,30.867056,0.36099118,13.760965,0.62325436,13.093378,0.9614019,6.038709,1.8604972,-11.282026,20.866877,-0.030460501,-0.00995323,0.19115481,2.5877085,2.5417395,0.30156863,0.4314153,0.08055555,0.07315677,-26.013556,AD-M-80-316.wav
27.464964,0.13338616,26.139868,27.95754,29.548952,3.4090843,244.55566,340.4694,79.96441,133.94527,0.5302252,0.59691286,0.20431003,0.49791208,0.82972693,0.6254169,6.087277,4.7283096,4.3195243,3.8903906,0.2702243,0.84805447,16.05011,0.5399325,18.878803,0.6026032,1.4010271,9.09611,3.1712513,4.315179,0.043072563,1.7483649,1.2924309,0.5468715,2.762851,1.3176234,3.9490442,3.0054483,22.631046,0.46420488,510.79468,0.44900697,1211.8901,0.1763372,-72.23111,-1.2089679,1533.8827,0.20216386,870.6633,0.336332,-78.37734,-1.0150961,2592.616,0.13429448,737.3171,0.4039299,-81.73603,-0.9450244,-14.851309,-0.4412118,22.525457,0.33966798,0.0398484,0.8221471,-0.02016089,-0.61875397,0.35484764,0.6057136,18.841337,0.4015159,23.328022,0.44599748,1.9640247,7.136818,3.546699,4.313664,-5.973252,13.774685,0.017996635,-0.0068156077,0.08311725,2.6101644,1.690747,0.39872727,0.3792459,0.19583334,0.21887809,-32.751633,AD-M-81-193.wav
23.880873,0.16456537,21.802067,24.894304,26.199432,4.3973656,209.2358,244.41406,89.05546,99.042175,1.3492662,0.65108705,0.4591228,1.3104658,2.0421765,1.5830537,13.307554,8.438468,8.839589,6.8872476,1.196451,0.8179876,23.085104,0.5258601,12.9299755,0.7826732,15.289576,0.91525805,7.8624544,1.4622264,0.03902694,2.030752,1.2622339,0.5726968,2.162081,2.1562986,0.32887074,45.938717,17.829054,0.61778015,476.5325,0.392853,1203.7682,0.2014831,-54.506897,-1.4338241,1517.9897,0.1509523,890.65796,0.44119772,-65.48499,-1.091346,2478.483,0.124972865,852.5255,0.3805819,-67.29385,-1.0465004,-16.855656,-0.3787137,25.591368,0.30451348,-0.008306107,-4.169784,-0.021396983,-0.54776245,1.4301014,0.6775315,26.222498,0.38828003,14.239527,0.6906827,15.267121,0.9865266,9.042455,1.3247932,-10.083247,17.927837,-0.035504118,-0.012841643,0.43111715,1.9472617,1.8277824,0.41055557,0.6508838,0.13959458,0.18633337,-17.880264,AD-M-81-280.wav
